Date : 2023-03-18 16:38:44
Directory : /Users/juanma/development/golang/happ
Total : 258 files,  45144 codes, 5441 comments, 5995 blanks, all 56580 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| happ_client/lib/src/riverpod/newEvent                                                                                               |          2 |         48 |          0 |         14 |         62 |
| happ_client/lib/src/riverpod/newEventAddPictures                                                                                    |          2 |         28 |          0 |         11 |         39 |
| happ_client/lib/src/riverpod/newEventComplete                                                                                       |          2 |         72 |          0 |         10 |         82 |
| happ_client/lib/src/riverpod/pickDateAndTime                                                                                        |          2 |         51 |          2 |         20 |         73 |
| happ_client/lib/src/riverpod/profile                                                                                                |          2 |         39 |          0 |         13 |         52 |
| happ_client/lib/src/riverpod/search                                                                                                 |          2 |         45 |          7 |         20 |         72 |
| happ_client/lib/src/riverpod/seePass                                                                                                |          2 |         37 |          1 |         13 |         51 |
| happ_client/lib/src/riverpod/signIn                                                                                                 |          2 |         39 |          0 |         14 |         53 |
| happ_client/lib/src/riverpod/signUp                                                                                                 |          2 |         75 |          0 |         22 |         97 |
| happ_client/lib/src/riverpod/userAccess                                                                                             |          2 |         44 |          0 |         14 |         58 |
| happ_client/lib/src/riverpod/userEvents                                                                                             |          2 |        136 |          5 |         35 |        176 |
| happ_client/lib/src/screens                                                                                                         |         51 |      6,680 |      1,008 |        509 |      8,197 |
| happ_client/lib/src/screens (Files)                                                                                                 |          1 |        130 |         98 |          9 |        237 |
| happ_client/lib/src/screens/auth                                                                                                    |          8 |        977 |         51 |         76 |      1,104 |
| happ_client/lib/src/screens/auth (Files)                                                                                            |          3 |        400 |         29 |         26 |        455 |
| happ_client/lib/src/screens/auth/signUp                                                                                             |          2 |        403 |         16 |         27 |        446 |
| happ_client/lib/src/screens/auth/widgets                                                                                            |          3 |        174 |          6 |         23 |        203 |
| happ_client/lib/src/screens/events                                                                                                  |         29 |      3,972 |        516 |        308 |      4,796 |
| happ_client/lib/src/screens/events (Files)                                                                                          |          2 |        541 |         64 |         43 |        648 |
| happ_client/lib/src/screens/events/class                                                                                            |          1 |         29 |          8 |          4 |         41 |
| happ_client/lib/src/screens/events/newEventScreens                                                                                  |         20 |      2,547 |        253 |        176 |      2,976 |
| happ_client/lib/src/screens/events/newEventScreens (Files)                                                                          |          3 |        497 |        107 |         31 |        635 |
| happ_client/lib/src/screens/events/newEventScreens/widgets                                                                          |         17 |      2,050 |        146 |        145 |      2,341 |
| happ_client/lib/src/screens/events/widgets                                                                                          |          6 |        855 |        191 |         85 |      1,131 |
| happ_client/lib/src/screens/main                                                                                                    |          5 |        978 |        150 |         70 |      1,198 |
| happ_client/lib/src/screens/main (Files)                                                                                            |          3 |        431 |        107 |         40 |        578 |
| happ_client/lib/src/screens/main/widgets                                                                                            |          2 |        547 |         43 |         30 |        620 |
| happ_client/lib/src/screens/profile                                                                                                 |          2 |        290 |         82 |         26 |        398 |
| happ_client/lib/src/screens/profile (Files)                                                                                         |          1 |        215 |         71 |         14 |        300 |
| happ_client/lib/src/screens/profile/widgets                                                                                         |          1 |         75 |         11 |         12 |         98 |
| happ_client/lib/src/screens/search                                                                                                  |          6 |        333 |        111 |         20 |        464 |
| happ_client/lib/src/screens/search (Files)                                                                                          |          3 |        186 |         60 |         12 |        258 |
| happ_client/lib/src/screens/search/class                                                                                            |          1 |         11 |          0 |          1 |         12 |
| happ_client/lib/src/screens/search/widgets                                                                                          |          2 |        136 |         51 |          7 |        194 |
| happ_client/lib/src/utils                                                                                                           |         16 |        612 |         21 |         90 |        723 |
| happ_client/lib/src/utils (Files)                                                                                                   |          4 |        155 |          0 |         26 |        181 |
| happ_client/lib/src/utils/buttons                                                                                                   |          1 |         56 |          0 |          6 |         62 |
| happ_client/lib/src/utils/event                                                                                                     |          2 |        221 |          0 |         29 |        250 |
| happ_client/lib/src/utils/network                                                                                                   |          2 |         15 |          5 |          3 |         23 |
| happ_client/lib/src/utils/user                                                                                                      |          2 |         17 |         10 |          9 |         36 |
| happ_client/lib/src/utils/userLocation                                                                                              |          1 |         14 |          5 |          2 |         21 |
| happ_client/lib/src/utils/widgets                                                                                                   |          4 |        134 |          1 |         15 |        150 |
| happ_client/test                                                                                                                    |          1 |         14 |         10 |          7 |         31 |
| happ_server                                                                                                                         |         99 |     31,256 |      4,133 |      4,184 |     39,573 |
| happ_server (Files)                                                                                                                 |          5 |        881 |         52 |         45 |        978 |
| happ_server/config                                                                                                                  |          1 |         73 |         11 |         20 |        104 |
| happ_server/database                                                                                                                |          1 |         57 |          3 |         16 |         76 |
| happ_server/ent                                                                                                                     |         65 |     19,232 |      3,411 |      2,470 |     25,113 |
| happ_server/ent (Files)                                                                                                             |         43 |     16,812 |      2,723 |      1,940 |     21,475 |
| happ_server/ent/enttest                                                                                                             |          1 |         63 |          9 |         13 |         85 |
| happ_server/ent/event                                                                                                               |          2 |        501 |        164 |        138 |        803 |
| happ_server/ent/eventuser                                                                                                           |          2 |        238 |         73 |         55 |        366 |
| happ_server/ent/follow                                                                                                              |          2 |        184 |         52 |         40 |        276 |
| happ_server/ent/friendship                                                                                                          |          2 |        194 |         55 |         43 |        292 |
| happ_server/ent/hook                                                                                                                |          1 |        167 |         53 |         31 |        251 |
| happ_server/ent/migrate                                                                                                             |          2 |        168 |         37 |         15 |        220 |
| happ_server/ent/predicate                                                                                                           |          1 |          9 |          6 |          8 |         23 |
| happ_server/ent/runtime                                                                                                             |          1 |          5 |          2 |          4 |         11 |
| happ_server/ent/schema                                                                                                              |          6 |        307 |         59 |         48 |        414 |
| happ_server/ent/user                                                                                                                |          2 |        584 |        178 |        135 |        897 |
| happ_server/graph                                                                                                                   |          7 |     10,092 |        178 |      1,242 |     11,512 |
| happ_server/graph (Files)                                                                                                           |          4 |      1,329 |        148 |        335 |      1,812 |
| happ_server/graph/dataloaders                                                                                                       |          1 |         72 |         11 |         18 |        101 |
| happ_server/graph/generated                                                                                                         |          1 |      8,617 |         18 |        871 |      9,506 |
| happ_server/graph/model                                                                                                             |          1 |         74 |          1 |         18 |         93 |
| happ_server/hash                                                                                                                    |          1 |         98 |          8 |         25 |        131 |
| happ_server/jwtActions                                                                                                              |          2 |         99 |         69 |         47 |        215 |
| happ_server/middleware                                                                                                              |          1 |         38 |          0 |         16 |         54 |
| happ_server/migration                                                                                                               |          1 |         34 |          4 |          7 |         45 |
| happ_server/resolverUtils                                                                                                           |          1 |        148 |        125 |         63 |        336 |
| happ_server/utils                                                                                                                   |         14 |        504 |        272 |        233 |      1,009 |
| happ_server/utils (Files)                                                                                                           |          3 |         56 |          0 |         25 |         81 |
| happ_server/utils/AES-GCM_Encryption                                                                                                |          1 |         32 |         11 |         10 |         53 |
| happ_server/utils/DBTransactions                                                                                                    |          1 |         17 |         12 |          4 |         33 |
| happ_server/utils/aws                                                                                                               |          4 |        205 |        228 |        123 |        556 |
| happ_server/utils/aws (Files)                                                                                                       |          1 |         45 |          0 |         14 |         59 |
| happ_server/utils/aws/awsParams                                                                                                     |          1 |        134 |          2 |         32 |        168 |
| happ_server/utils/aws/awsS3                                                                                                         |          1 |         25 |          0 |          7 |         32 |
| happ_server/utils/aws/createParam                                                                                                   |          1 |          1 |        226 |         70 |        297 |
| happ_server/utils/meilisearch                                                                                                       |          2 |        113 |          9 |         38 |        160 |
| happ_server/utils/newEventUtils                                                                                                     |          1 |         41 |         12 |         16 |         69 |
| happ_server/utils/redis                                                                                                             |          2 |         40 |          0 |         17 |         57 |
+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| filename                                                                                                                            | language         | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| /Users/juanma/development/golang/happ/happ_client/README.md                                                                         | Markdown         |         10 |          0 |          7 |         17 |
| /Users/juanma/development/golang/happ/happ_client/analysis_options.yaml                                                             | YAML             |          3 |         23 |          4 |         30 |
| /Users/juanma/development/golang/happ/happ_client/android/app/build.gradle                                                          | Groovy           |         54 |          5 |         13 |         72 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/debug/AndroidManifest.xml                                         | XML              |          4 |          4 |          1 |          9 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/main/AndroidManifest.xml                                          | XML              |         28 |          6 |          1 |         35 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/main/res/drawable-v21/launch_background.xml                       | XML              |          4 |          7 |          2 |         13 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/main/res/drawable/launch_background.xml                           | XML              |          4 |          7 |          2 |         13 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/main/res/values-night/styles.xml                                  | XML              |          9 |          9 |          1 |         19 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/main/res/values/styles.xml                                        | XML              |          9 |          9 |          1 |         19 |
| /Users/juanma/development/golang/happ/happ_client/android/app/src/profile/AndroidManifest.xml                                       | XML              |          4 |          4 |          1 |          9 |
| /Users/juanma/development/golang/happ/happ_client/android/build.gradle                                                              | Groovy           |         27 |          0 |          5 |         32 |
| /Users/juanma/development/golang/happ/happ_client/android/gradle.properties                                                         | Properties       |          3 |          0 |          1 |          4 |
| /Users/juanma/development/golang/happ/happ_client/android/gradle/wrapper/gradle-wrapper.properties                                  | Properties       |          5 |          1 |          1 |          7 |
| /Users/juanma/development/golang/happ/happ_client/android/settings.gradle                                                           | Groovy           |          8 |          0 |          4 |         12 |
| /Users/juanma/development/golang/happ/happ_client/build.yaml                                                                        | YAML             |         21 |          8 |          0 |         29 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/acceptInvitation.graphql                                        | GraphQL          |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/addOrRemoveUser.graphql                                         | GraphQL          |          9 |          0 |          0 |          9 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/inviteGuestsAndOrganizers.graphql                               | GraphQL          |         11 |          0 |          0 |         11 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/newEvent.graphql                                                | GraphQL          |         24 |          0 |          0 |         24 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/refreshTokens.graphql                                           | GraphQL          |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/signIn.graphql                                                  | GraphQL          |         21 |          0 |          0 |         21 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/signUp.graphql                                                  | GraphQL          |         21 |          0 |          0 |         21 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getEventGuests.graphql                                            | GraphQL          |         11 |          0 |          0 |         11 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getEventHosts.graphql                                             | GraphQL          |         11 |          0 |          0 |         11 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getUserEvents.graphql                                             | GraphQL          |         38 |          0 |          0 |         38 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getUserEventsFromFriends.graphql                                  | GraphQL          |         38 |          0 |          0 |         38 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getUserOtherEvents.graphql                                        | GraphQL          |         38 |          2 |          0 |         40 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/searchUsers.graphql                                               | GraphQL          |          9 |          0 |          0 |          9 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/seePass.graphql                                                   | GraphQL          |          3 |          0 |          0 |          3 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/userAccess.graphql                                                | GraphQL          |          9 |          1 |          0 |         10 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/userFromId.graphql                                                | GraphQL          |          9 |          0 |          0 |          9 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/AppDelegate.swift                                                      | Swift            |         12 |          0 |          2 |         14 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                       | JSON             |        122 |          0 |          1 |        123 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                     | JSON             |         23 |          0 |          1 |         24 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                         | Markdown         |          3 |          0 |          2 |          5 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/Base.lproj/LaunchScreen.storyboard                                     | XML              |         36 |          1 |          1 |         38 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/Base.lproj/Main.storyboard                                             | XML              |         25 |          1 |          1 |         27 |
| /Users/juanma/development/golang/happ/happ_client/ios/Runner/Runner-Bridging-Header.h                                               | C++              |          1 |          0 |          1 |          2 |
| /Users/juanma/development/golang/happ/happ_client/lib/main.dart                                                                     | Dart             |        128 |         28 |         23 |        179 |
| /Users/juanma/development/golang/happ/happ_client/lib/my_flutter_app_icons.dart                                                     | Dart             |          6 |         19 |          6 |         31 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.dart                                              | Dart             |          1 |          1 |          1 |          3 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.graphql.dart                                      | Dart             |      2,947 |          2 |        534 |      3,483 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.graphql.g.dart                                    | Dart             |      1,100 |          5 |        151 |      1,256 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/upload_serializer.dart                                        | Dart             |          5 |          1 |          3 |          9 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/client/client.dart                                                        | Dart             |          4 |          0 |          1 |          5 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/client/customLink.dart                                                    | Dart             |         70 |          6 |         17 |         93 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/models/customMultipartFile.dart                                           | Dart             |         48 |          0 |          3 |         51 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/repos/eventRepo.dart                                                      | Dart             |        153 |          0 |         24 |        177 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/repos/userRepo.dart                                                       | Dart             |        129 |          2 |         24 |        155 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/acceptInvitation/acceptInvitation.dart                           | Dart             |         22 |          1 |          5 |         28 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/acceptInvitation/acceptInvitationState.dart                      | Dart             |         17 |          0 |          8 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addRemove/addRemove.dart                                         | Dart             |         39 |         26 |          5 |         70 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addRemove/addRemoveState.dart                                    | Dart             |         29 |          1 |         11 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/auth/buttonState.dart                                            | Dart             |         16 |          1 |          5 |         22 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventGuests/eventGuests.dart                                     | Dart             |         23 |          2 |          5 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventGuests/eventGuestsState.dart                                | Dart             |         17 |          0 |          8 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventHosts/eventHosts.dart                                       | Dart             |         23 |          2 |          5 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventHosts/eventHostsState.dart                                  | Dart             |         17 |          0 |          8 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteGuestsAndOrganizers/inviteGuestsAndOrganizers.dart         | Dart             |         25 |          0 |          5 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteGuestsAndOrganizers/inviteGuestsAndOrganizersState.dart    | Dart             |         16 |          0 |          7 |         23 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteUserSelect/inviteUserSelect.dart                           | Dart             |         24 |          4 |          6 |         34 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteUserSelect/inviteUserSelectState.dart                      | Dart             |         40 |          0 |         16 |         56 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationDetails.dart                              | Dart             |         53 |          0 |         16 |         69 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationDetailsState.dart                         | Dart             |         27 |          0 |          9 |         36 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationSearch.dart                               | Dart             |         29 |          2 |          9 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationSearchState.dart                          | Dart             |         19 |          0 |          6 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEvent/newEvent.dart                                           | Dart             |         30 |          0 |          6 |         36 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEvent/newEventState.dart                                      | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventAddPictures/newEventAddPictureState.dart                 | Dart             |         15 |          0 |          6 |         21 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventAddPictures/newEventAddPictures.dart                     | Dart             |         13 |          0 |          5 |         18 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventComplete/newEventComplete.dart                           | Dart             |         34 |          0 |          4 |         38 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventComplete/newEventCompleteState.dart                      | Dart             |         38 |          0 |          6 |         44 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/pickDateAndTime/pickDateAndTime.dart                             | Dart             |         22 |          2 |          8 |         32 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/pickDateAndTime/pickDateAndTimeState.dart                        | Dart             |         29 |          0 |         12 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/profile/profile.dart                                             | Dart             |         21 |          0 |          5 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/profile/profileState.dart                                        | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/search/search.dart                                               | Dart             |         27 |          7 |         12 |         46 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/search/searchState.dart                                          | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/seePass/seePass.dart                                             | Dart             |         21 |          1 |          5 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/seePass/seePassState.dart                                        | Dart             |         16 |          0 |          8 |         24 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signIn/signIn.dart                                               | Dart             |         21 |          0 |          6 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signIn/signInState.dart                                          | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signUp/signUp.dart                                               | Dart             |         37 |          0 |          8 |         45 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signUp/signUpState.dart                                          | Dart             |         38 |          0 |         14 |         52 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userAccess/userAccess.dart                                       | Dart             |         26 |          0 |          6 |         32 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userAccess/userAccessState.dart                                  | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userEvents/userEvents.dart                                       | Dart             |         73 |          5 |         13 |         91 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userEvents/userEventsState.dart                                  | Dart             |         63 |          0 |         22 |         85 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/auth.dart                                                    | Dart             |         78 |          3 |          2 |         83 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signIn.dart                                                  | Dart             |        215 |         15 |         13 |        243 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp.dart                                                  | Dart             |        107 |         11 |         11 |        129 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp/birthday.dart                                         | Dart             |        134 |          5 |          9 |        148 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp/setUp.dart                                            | Dart             |        269 |         11 |         18 |        298 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/authErrors.dart                                      | Dart             |         44 |          0 |          6 |         50 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/buttonAction.dart                                    | Dart             |         56 |          1 |         11 |         68 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/passwordField.dart                                   | Dart             |         74 |          5 |          6 |         85 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/class/eventAndInviteParams.dart                            | Dart             |         29 |          8 |          4 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/event.dart                                                 | Dart             |        417 |         47 |         27 |        491 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent.dart                                              | Dart             |        124 |         17 |         16 |        157 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/DLScreen.dart                              | Dart             |        133 |         21 |          9 |        163 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/IScreen.dart                               | Dart             |        224 |         28 |         15 |        267 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/NPDScreen.dart                             | Dart             |        140 |         58 |          7 |        205 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/DLScreenSearchBar.dart             | Dart             |        143 |          2 |          5 |        150 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/NextButton.dart                    | Dart             |        120 |          6 |         11 |        137 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/PictureSlider.dart                 | Dart             |        111 |          6 |          7 |        124 |
