Date : 2023-05-02 10:30:45
Directory : /Users/juanma/development/golang/happ
Total : 282 files,  12418 codes, 2572 comments, 1772 blanks, all 16762 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| happ_client/lib/src/riverpod/addRemove                                                                                               |          1 |          1 |          0 |          0 |          1 |
| happ_client/lib/src/riverpod/authFlowNotifier                                                                                        |          2 |         20 |          1 |          9 |         30 |
| happ_client/lib/src/riverpod/currentUser                                                                                             |          1 |         10 |          0 |          4 |         14 |
| happ_client/lib/src/riverpod/deleteEvent                                                                                             |          2 |         55 |          2 |         16 |         73 |
| happ_client/lib/src/riverpod/deleteUser                                                                                              |          2 |         38 |          0 |         13 |         51 |
| happ_client/lib/src/riverpod/eventGuests                                                                                             |          2 |         13 |          0 |          6 |         19 |
| happ_client/lib/src/riverpod/eventHosts                                                                                              |          1 |          0 |          1 |          0 |          1 |
| happ_client/lib/src/riverpod/eventUpdatePictureActions                                                                               |          2 |         32 |         10 |         10 |         52 |
| happ_client/lib/src/riverpod/eventUpdateReady                                                                                        |          2 |         63 |          0 |         10 |         73 |
| happ_client/lib/src/riverpod/firebaseAuthProvider                                                                                    |          1 |          3 |          0 |          1 |          4 |
| happ_client/lib/src/riverpod/guestListAction                                                                                         |          2 |         52 |          0 |         14 |         66 |
| happ_client/lib/src/riverpod/inviteGuestsAndOrganizers                                                                               |          2 |          2 |          0 |          1 |          3 |
| happ_client/lib/src/riverpod/leaveEvent                                                                                              |          2 |         55 |          0 |         16 |         71 |
| happ_client/lib/src/riverpod/locationSearch                                                                                          |          4 |         49 |          9 |         19 |         77 |
| happ_client/lib/src/riverpod/newEvent                                                                                                |          1 |          1 |          0 |          0 |          1 |
| happ_client/lib/src/riverpod/newEventComplete                                                                                        |          2 |          3 |          0 |          0 |          3 |
| happ_client/lib/src/riverpod/pickDateAndTime                                                                                         |          1 |          4 |          0 |          2 |          6 |
| happ_client/lib/src/riverpod/profile                                                                                                 |          2 |        -39 |          0 |        -13 |        -52 |
| happ_client/lib/src/riverpod/removeGuestSelect                                                                                       |          2 |         39 |         10 |         16 |         65 |
| happ_client/lib/src/riverpod/removeGuests                                                                                            |          2 |         58 |          2 |         17 |         77 |
| happ_client/lib/src/riverpod/scanPass                                                                                                |          2 |         48 |          0 |         14 |         62 |
| happ_client/lib/src/riverpod/search                                                                                                  |          1 |          1 |          0 |          1 |          2 |
| happ_client/lib/src/riverpod/searchForUsersToAddAsGuests                                                                             |          2 |         49 |          3 |         15 |         67 |
| happ_client/lib/src/riverpod/signIn                                                                                                  |          1 |          6 |          0 |          0 |          6 |
| happ_client/lib/src/riverpod/signUp                                                                                                  |          2 |        -75 |          0 |        -22 |        -97 |
| happ_client/lib/src/riverpod/updateEvent                                                                                             |          2 |         50 |          0 |         14 |         64 |
| happ_client/lib/src/riverpod/updatePictures                                                                                          |          2 |         55 |          0 |         14 |         69 |
| happ_client/lib/src/riverpod/userAccess                                                                                              |          1 |         -1 |          1 |          0 |          0 |
| happ_client/lib/src/riverpod/userData                                                                                                |          2 |         39 |          0 |         13 |         52 |
| happ_client/lib/src/riverpod/userEvents                                                                                              |          2 |         67 |         -3 |         13 |         77 |
| happ_client/lib/src/screens                                                                                                          |         94 |      3,874 |      1,230 |        359 |      5,463 |
| happ_client/lib/src/screens (Files)                                                                                                  |          1 |         70 |        -56 |          9 |         23 |
| happ_client/lib/src/screens/auth                                                                                                     |          6 |       -611 |        788 |         34 |        211 |
| happ_client/lib/src/screens/auth/signUp                                                                                              |          2 |       -403 |        404 |         -1 |          0 |
| happ_client/lib/src/screens/auth/widgets                                                                                             |          1 |        -44 |         44 |          0 |          0 |
| happ_client/lib/src/screens/events                                                                                                   |         76 |      4,162 |        331 |        279 |      4,772 |
| happ_client/lib/src/screens/events (Files)                                                                                           |          2 |         99 |        -25 |         14 |         88 |
| happ_client/lib/src/screens/events/class                                                                                             |          1 |          6 |          0 |          1 |          7 |
| happ_client/lib/src/screens/events/guestList                                                                                         |         10 |      1,517 |        236 |        100 |      1,853 |
| happ_client/lib/src/screens/events/guestList (Files)                                                                                 |          4 |        660 |        165 |         51 |        876 |
| happ_client/lib/src/screens/events/guestList/widgets                                                                                 |          6 |        857 |         71 |         49 |        977 |
| happ_client/lib/src/screens/events/invitation                                                                                        |          1 |        272 |         96 |         23 |        391 |
| happ_client/lib/src/screens/events/newEvent                                                                                          |         21 |      3,055 |        196 |        228 |      3,479 |
| happ_client/lib/src/screens/events/newEvent (Files)                                                                                  |          3 |        661 |         37 |         63 |        761 |
| happ_client/lib/src/screens/events/newEvent/DLScreen                                                                                 |          9 |        959 |         56 |         69 |      1,084 |
| happ_client/lib/src/screens/events/newEvent/IScreen                                                                                  |          5 |        659 |         70 |         32 |        761 |
| happ_client/lib/src/screens/events/newEvent/NPDScreen                                                                                |          2 |        514 |         19 |         49 |        582 |
| happ_client/lib/src/screens/events/newEvent/widgets                                                                                  |          2 |        262 |         14 |         15 |        291 |
| happ_client/lib/src/screens/events/newEventScreens                                                                                   |         20 |     -2,547 |       -253 |       -176 |     -2,976 |
| happ_client/lib/src/screens/events/newEventScreens (Files)                                                                           |          3 |       -497 |       -107 |        -31 |       -635 |
| happ_client/lib/src/screens/events/newEventScreens/widgets                                                                           |         17 |     -2,050 |       -146 |       -145 |     -2,341 |
| happ_client/lib/src/screens/events/scan                                                                                              |          1 |         81 |          0 |          3 |         84 |
| happ_client/lib/src/screens/events/updateEvent                                                                                       |         10 |      1,651 |        194 |        112 |      1,957 |
| happ_client/lib/src/screens/events/updateEvent (Files)                                                                               |          2 |        515 |        136 |         22 |        673 |
| happ_client/lib/src/screens/events/updateEvent/widgets                                                                               |          8 |      1,136 |         58 |         90 |      1,284 |
| happ_client/lib/src/screens/events/widgets                                                                                           |         10 |         28 |       -113 |        -26 |       -111 |
| happ_client/lib/src/screens/main                                                                                                     |          5 |        474 |        -17 |         36 |        493 |
| happ_client/lib/src/screens/main (Files)                                                                                             |          3 |        269 |         -7 |          8 |        270 |
| happ_client/lib/src/screens/main/widgets                                                                                             |          2 |        205 |        -10 |         28 |        223 |
| happ_client/lib/src/screens/profile                                                                                                  |          2 |       -217 |        215 |          0 |         -2 |
| happ_client/lib/src/screens/profile (Files)                                                                                          |          1 |       -215 |        215 |          0 |          0 |
| happ_client/lib/src/screens/profile/widgets                                                                                          |          1 |         -2 |          0 |          0 |         -2 |
| happ_client/lib/src/screens/search                                                                                                   |          4 |         -4 |        -31 |          1 |        -34 |
| happ_client/lib/src/screens/search (Files)                                                                                           |          3 |         -6 |        -31 |          1 |        -36 |
| happ_client/lib/src/screens/search/widgets                                                                                           |          1 |          2 |          0 |          0 |          2 |
| happ_client/lib/src/utils                                                                                                            |          7 |        356 |         43 |         30 |        429 |
| happ_client/lib/src/utils (Files)                                                                                                    |          2 |         29 |         32 |         13 |         74 |
| happ_client/lib/src/utils/event                                                                                                      |          1 |        136 |          2 |         12 |        150 |
| happ_client/lib/src/utils/indicators                                                                                                 |          1 |         40 |          0 |          0 |         40 |
| happ_client/lib/src/utils/user                                                                                                       |          1 |         -4 |          4 |          0 |          0 |
| happ_client/lib/src/utils/widgets                                                                                                    |          2 |        155 |          5 |          5 |        165 |
| happ_server                                                                                                                          |         97 |      6,196 |      1,074 |        936 |      8,206 |
| happ_server (Files)                                                                                                                  |          5 |        107 |        -13 |          4 |         98 |
| happ_server/ent                                                                                                                      |         71 |      4,121 |        757 |        552 |      5,430 |
| happ_server/ent (Files)                                                                                                              |         46 |      3,435 |        586 |        389 |      4,410 |
| happ_server/ent/device                                                                                                               |          2 |        244 |         71 |         65 |        380 |
| happ_server/ent/event                                                                                                                |          2 |        150 |         42 |         36 |        228 |
| happ_server/ent/eventremindernotification                                                                                            |          2 |        259 |         73 |         62 |        394 |
| happ_server/ent/eventuser                                                                                                            |          2 |         40 |         10 |         11 |         61 |
| happ_server/ent/follow                                                                                                               |          2 |         31 |          7 |          8 |         46 |
| happ_server/ent/friendship                                                                                                           |          2 |       -194 |        -55 |        -43 |       -292 |
| happ_server/ent/hook                                                                                                                 |          1 |          7 |          3 |          2 |         12 |
| happ_server/ent/migrate                                                                                                              |          1 |         29 |          2 |          0 |         31 |
| happ_server/ent/predicate                                                                                                            |          1 |          1 |          1 |          1 |          3 |
| happ_server/ent/schema                                                                                                               |          8 |         29 |          3 |          6 |         38 |
| happ_server/ent/schema (Files)                                                                                                       |          7 |         -8 |         -4 |         -2 |        -14 |
| happ_server/ent/schema/schematype                                                                                                    |          1 |         37 |          7 |          8 |         52 |
| happ_server/ent/user                                                                                                                 |          2 |         90 |         14 |         15 |        119 |
| happ_server/graph                                                                                                                    |          4 |      1,845 |         46 |        295 |      2,186 |
| happ_server/graph (Files)                                                                                                            |          2 |      1,162 |         46 |        216 |      1,424 |
| happ_server/graph/generated                                                                                                          |          1 |        598 |          0 |         61 |        659 |
| happ_server/graph/model                                                                                                              |          1 |         85 |          0 |         18 |        103 |
| happ_server/jwtActions                                                                                                               |          1 |        -90 |         50 |        -14 |        -54 |
| happ_server/resolverUtils                                                                                                            |          1 |       -147 |        147 |          0 |          0 |
| happ_server/utils                                                                                                                    |         15 |        360 |         87 |         99 |        546 |
| happ_server/utils (Files)                                                                                                            |          4 |         13 |         17 |         10 |         40 |
| happ_server/utils/AES-GCM_Encryption                                                                                                 |          1 |          0 |        -11 |          1 |        -10 |
| happ_server/utils/aws                                                                                                                |          1 |         17 |          0 |          2 |         19 |
| happ_server/utils/aws/awsS3                                                                                                          |          1 |         17 |          0 |          2 |         19 |
| happ_server/utils/background                                                                                                         |          1 |        210 |          3 |         40 |        253 |
| happ_server/utils/firebase                                                                                                           |          2 |         75 |          0 |         20 |         95 |
| happ_server/utils/inputHandlers                                                                                                      |          1 |         19 |          0 |          4 |         23 |
| happ_server/utils/meilisearch                                                                                                        |          2 |         16 |         37 |          9 |         62 |
| happ_server/utils/notifications                                                                                                      |          1 |         48 |          0 |         10 |         58 |
| happ_server/utils/redis                                                                                                              |          2 |        -38 |         41 |          3 |          6 |
+--------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| filename                                                                                                                             | language         | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| /Users/juanma/development/golang/happ/happ_client/assets/logos/mapbox-logo-svg-black.svg                                             | XML              |         37 |          1 |          1 |         39 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/addGuests.graphql                                                | GraphQL          |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/deleteEvent.graphql                                              | GraphQL          |          5 |          0 |          0 |          5 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/deleteUser.graphql                                               | GraphQL          |          3 |          0 |          0 |          3 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/leaveEvent.graphql                                               | GraphQL          |          5 |          0 |          0 |          5 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/refreshTokens.graphql                                            | GraphQL          |         -6 |          6 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/removeGuests.graphql                                             | GraphQL          |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/saveDevice.graphql                                               | GraphQL          |          3 |          0 |          0 |          3 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/scanPass.graphql                                                 | GraphQL          |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/signIn.graphql                                                   | GraphQL          |         -7 |          0 |          0 |         -7 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/signUp.graphql                                                   | GraphQL          |        -21 |         21 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/graphql/mutations/updateEvent.graphql                                              | GraphQL          |         28 |          0 |          0 |         28 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getUserEvents.graphql                                              | GraphQL          |          4 |          0 |          0 |          4 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getUserEventsFromFriends.graphql                                   | GraphQL          |          4 |          0 |          0 |          4 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/getUserOtherEvents.graphql                                         | GraphQL          |          4 |         -2 |          0 |          2 |
| /Users/juanma/development/golang/happ/happ_client/graphql/queries/searchForUsersToAddAsGuests.graphql                                | GraphQL          |          8 |          0 |          0 |          8 |
| /Users/juanma/development/golang/happ/happ_client/lib/main.dart                                                                      | Dart             |         28 |         30 |         11 |         69 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.graphql.dart                                       | Dart             |        713 |          0 |        131 |        844 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.graphql.g.dart                                     | Dart             |        241 |          0 |         34 |        275 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/upload_serializer.dart                                         | Dart             |          4 |          0 |          2 |          6 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/client/customLink.dart                                                     | Dart             |        -70 |         95 |          5 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/repos/eventRepo.dart                                                       | Dart             |         98 |          1 |         14 |        113 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/repos/userRepo.dart                                                        | Dart             |         -8 |         33 |          2 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/acceptInvitation/acceptInvitation.dart                            | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addGuests/addGuests.dart                                          | Dart             |         25 |          0 |          5 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addGuests/addGuestsState.dart                                     | Dart             |         29 |          0 |         11 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addNewGuestsSelect/addNewGuestsSelect.dart                        | Dart             |         17 |          4 |          5 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addNewGuestsSelect/addNewGuestsSelectState.dart                   | Dart             |         24 |          0 |         11 |         35 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addRemove/addRemove.dart                                          | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/authFlowNotifier/authFlowNotifier.dart                            | Dart             |         12 |          0 |          4 |         16 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/authFlowNotifier/authFlowNotifierState.dart                       | Dart             |          8 |          1 |          5 |         14 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/currentUser/currentUser.dart                                      | Dart             |         10 |          0 |          4 |         14 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/deleteEvent/deleteEvent.dart                                      | Dart             |         24 |          2 |          5 |         31 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/deleteEvent/deleteEventState.dart                                 | Dart             |         31 |          0 |         11 |         42 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/deleteUser/deleteUser.dart                                        | Dart             |         21 |          0 |          5 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/deleteUser/deleteUserState.dart                                   | Dart             |         17 |          0 |          8 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventGuests/eventGuests.dart                                      | Dart             |          5 |          0 |          3 |          8 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventGuests/eventGuestsState.dart                                 | Dart             |          8 |          0 |          3 |         11 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventHosts/eventHosts.dart                                        | Dart             |          0 |          1 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdatePictureActions/pictureActions.dart                     | Dart             |         12 |         10 |          5 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdatePictureActions/pictureActionsState.dart                | Dart             |         20 |          0 |          5 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdateReady/eventUpdateReady.dart                            | Dart             |         30 |          0 |          4 |         34 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdateReady/eventUpdateReadyState.dart                       | Dart             |         33 |          0 |          6 |         39 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/firebaseAuthProvider/firebaseAuthProvider.dart                    | Dart             |          3 |          0 |          1 |          4 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/guestListAction/guestListAction.dart                              | Dart             |         20 |          0 |          4 |         24 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/guestListAction/guestListActionState.dart                         | Dart             |         32 |          0 |         10 |         42 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteGuestsAndOrganizers/inviteGuestsAndOrganizers.dart          | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteGuestsAndOrganizers/inviteGuestsAndOrganizersState.dart     | Dart             |          1 |          0 |          1 |          2 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/leaveEvent/leaveEvent.dart                                        | Dart             |         24 |          0 |          5 |         29 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/leaveEvent/leaveEventState.dart                                   | Dart             |         31 |          0 |         11 |         42 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationDetails.dart                               | Dart             |          1 |          9 |          2 |         12 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationSearch.dart                                | Dart             |          2 |          0 |          1 |          3 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/reverseLocationDetails.dart                        | Dart             |         31 |          0 |         10 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/reverseLocationDetailsState.dart                   | Dart             |         15 |          0 |          6 |         21 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEvent/newEvent.dart                                            | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventComplete/newEventComplete.dart                            | Dart             |          2 |          0 |          0 |          2 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventComplete/newEventCompleteState.dart                       | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/pickDateAndTime/pickDateAndTime.dart                              | Dart             |          4 |          0 |          2 |          6 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/profile/profile.dart                                              | Dart             |        -21 |          0 |         -5 |        -26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/profile/profileState.dart                                         | Dart             |        -18 |          0 |         -8 |        -26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuestSelect/removeGuestSelect.dart                          | Dart             |         16 |         10 |          6 |         32 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuestSelect/removeGuestSelectState.dart                     | Dart             |         23 |          0 |         10 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuests/removeGuests.dart                                    | Dart             |         25 |          2 |          6 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuests/removeGuestsState.dart                               | Dart             |         33 |          0 |         11 |         44 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/scanPass/scanPass.dart                                            | Dart             |         24 |          0 |          5 |         29 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/scanPass/scanPassState.dart                                       | Dart             |         24 |          0 |          9 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/search/search.dart                                                | Dart             |          1 |          0 |          1 |          2 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/searchForUsersToAddAsGuests/searchForUsersToAddAsGuests.dart      | Dart             |         19 |          3 |          5 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/searchForUsersToAddAsGuests/searchForUsersToAddAsGuestsState.dart | Dart             |         30 |          0 |         10 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signIn/signIn.dart                                                | Dart             |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signUp/signUp.dart                                                | Dart             |        -37 |          0 |         -8 |        -45 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signUp/signUpState.dart                                           | Dart             |        -38 |          0 |        -14 |        -52 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updateEvent/updateEvent.dart                                      | Dart             |         32 |          0 |          6 |         38 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updateEvent/updateEventState.dart                                 | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updatePictures/updatePictures.dart                                | Dart             |         23 |          0 |          5 |         28 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updatePictures/updatePicturesState.dart                           | Dart             |         32 |          0 |          9 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userAccess/userAccess.dart                                        | Dart             |         -1 |          1 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userData/userData.dart                                            | Dart             |         21 |          0 |          5 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userData/userDataState.dart                                       | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userEvents/userEvents.dart                                        | Dart             |         39 |         -3 |          7 |         43 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userEvents/userEventsState.dart                                   | Dart             |         28 |          0 |          6 |         34 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/auth.dart                                                     | Dart             |        158 |         18 |         35 |        211 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signIn.dart                                                   | Dart             |       -215 |        215 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp.dart                                                   | Dart             |       -107 |        107 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp/birthday.dart                                          | Dart             |       -134 |        135 |         -1 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp/setUp.dart                                             | Dart             |       -269 |        269 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/authErrors.dart                                       | Dart             |        -44 |         44 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/class/eventAndInviteParams.dart                             | Dart             |          6 |          0 |          1 |          7 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/event.dart                                                  | Dart             |         93 |        -27 |         11 |         77 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/guestList.dart                                    | Dart             |        187 |         80 |          7 |        274 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/inviteGuestsButton.dart                           | Dart             |         83 |         22 |          9 |        114 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/inviteGuestsResults.dart                          | Dart             |        174 |          8 |         19 |        201 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/inviteGuestsScreen.dart                           | Dart             |        216 |         55 |         16 |        287 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/AddOrRemoveDialog.dart                    | Dart             |        137 |          5 |          4 |        146 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/editGuestButton.dart                      | Dart             |        126 |          9 |          7 |        142 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/guestListGuestUserTile.dart               | Dart             |        113 |         35 |          7 |        155 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/guestListGuests.dart                      | Dart             |        141 |          3 |         14 |        158 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/guestListHosts.dart                       | Dart             |        126 |          0 |         10 |        136 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/removeGuestsConfirmDialog.dart            | Dart             |        214 |         19 |          7 |        240 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/invitation/eventInvitation.dart                             | Dart             |        272 |         96 |         23 |        391 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent.dart                                               | Dart             |          6 |          2 |          3 |         11 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen.dart                                      | Dart             |        198 |         15 |         22 |        235 |
